,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
44,10,10,10,7,9,9,9,10,10,10,10,10,10,10,10,10,10,10,4,3,3,9,10,10,1,1,3,10,10,5,9,9,9,10,10,1,9,9,9,10,10,10,10,5,5,5,5,5,10,10,10,1,2,7,7,7,10,10,10,5,5,7,7,7,10,10,3,3,8,8,8,10,10,2,2,4,4,9,10,10,10,10,3,3,7,7,7,10,10,10,1,7,10,10,2,5,5,5,5,10,10,10,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,9,10,10,2,8,10,10,10,10,10,10,1,1,1,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,7,8,10,10,10,10,10,9,9,10,10,9,9,10,10,10,10,10,10,1,2,9,9,10,10,10,10,10,10,10,10,10,10,10,1,7,10,10,8,7,10,10,1,8,10,10,10,10,10,2,7,10,10,10,1,5,5,9,10,10,10,10,10,2,1,2,8,7,10,10,1,1,10,10,10,10,7,7,7,10,10,10,10,10,10,10,10,2,2,2,2,1,10,10,10,10,10,10,10,10,7,7,10,10,10,8,7,10,10,10,10,10,10,10,10,10,10,10,10,1,8,10,10,10,10,4,4,9,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,1,7,10,10,10,10,10,3,4,4,4,10,10,10,10,5,5,5,7,7,10,10,10,10,10,10,10,10,4,8,10,10,10,10,10,10,10,10,10,1,3,7,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,1,24,0,0,0,0,0,0,0,0,0,24,0,
45,4,4,10,10,10,10,5,5,8,8,8,10,10,4,4,10,10,10,10,4,4,4,5,5,10,10,10,10,4,8,8,8,8,10,10,10,10,10,10,10,10,10,10,5,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,4,4,5,10,10,10,1,4,10,10,1,1,1,4,9,10,10,10,10,10,10,10,10,10,10,5,4,10,10,10,1,4,4,4,10,10,10,10,10,10,10,1,1,10,10,10,10,10,1,1,4,9,10,10,10,10,1,1,10,10,10,10,1,4,9,10,10,10,10,10,10,10,10,10,10,10,10,1,8,8,8,8,10,10,10,10,4,5,9,9,9,10,10,10,1,4,5,10,10,4,8,8,8,8,10,10,1,9,9,10,10,10,10,10,10,10,10,10,10,10,1,9,9,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,8,8,8,8,10,10,1,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,9,10,10,4,9,10,10,10,10,1,9,9,9,9,10,10,10,10,10,5,5,5,5,5,10,10,1,9,10,10,10,10,10,1,1,8,9,10,10,10,10,10,8,8,10,10,10,10,10,10,10,10,10,10,1,1,9,10,10,10,10,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,9,10,10,10,10,4,9,10,10,10,9,9,10,10,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,8,8,9,10,10,10,10,10,10,5,5,9,9,10,10,10,26,0,0,0,0,0,0,0,0,0,26,0,
46,10,10,10,10,10,10,10,8,8,10,10,10,10,2,2,4,4,4,10,10,10,10,4,4,7,7,10,10,0,0,10,10,10,10,10,10,10,10,2,4,4,4,8,10,10,10,0,0,0,8,10,10,10,10,10,10,10,10,10,10,8,7,8,10,10,10,10,10,4,4,7,7,7,10,10,10,10,2,2,2,0,4,10,10,10,10,10,8,8,7,7,10,10,0,0,10,10,10,10,2,2,4,4,10,10,0,7,10,10,10,2,2,2,2,2,10,10,10,10,10,10,0,4,4,10,10,0,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,10,10,10,10,0,0,0,0,0,10,10,10,10,10,10,10,2,2,2,2,10,10,10,7,8,10,10,10,0,4,10,10,10,10,10,10,10,10,10,0,0,0,7,10,10,10,10,10,10,0,0,10,10,0,2,10,10,2,4,10,10,0,7,10,10,4,4,10,10,10,10,10,10,10,10,10,10,10,10,8,7,7,7,10,10,10,4,4,4,4,8,10,10,8,8,8,7,7,10,10,10,4,8,8,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,4,4,8,10,10,10,10,10,10,10,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,10,10,2,0,10,10,10,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,10,10,8,7,10,10,10,10,10,10,10,10,10,49,0,0,0,0,0,0,0,0,0,49,0,
47,10,10,10,10,10,10,10,10,10,10,10,10,3,3,9,10,10,3,9,10,10,3,7,6,6,6,10,10,10,3,5,5,10,10,10,7,7,7,9,10,10,10,5,6,6,7,9,10,10,10,10,10,10,10,10,10,8,9,10,10,10,3,3,7,7,10,10,10,10,10,10,10,10,10,10,3,5,8,6,6,10,10,10,10,10,10,3,7,10,10,10,10,10,10,10,10,7,7,7,10,10,10,10,10,10,8,8,8,8,10,10,10,10,10,10,10,10,10,10,7,9,9,9,10,10,10,10,10,10,10,7,6,6,6,9,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,7,7,10,10,7,7,7,10,10,10,10,6,6,6,6,10,10,10,10,10,10,10,9,9,9,10,10,5,8,9,10,10,10,10,10,10,10,10,10,10,10,10,8,7,7,7,7,10,10,10,6,6,8,9,10,10,10,10,10,6,6,6,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,8,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,10,10,10,10,10,10,10,10,10,3,6,8,9,10,10,9,9,9,10,10,10,10,7,7,7,9,9,10,10,3,8,8,10,10,10,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,9,10,10,10,5,5,5,9,9,10,10,10,10,9,9,10,10,10,6,6,6,6,6,10,10,10,10,41,0,0,0,0,0,0,0,0,0,41,0,
48,10,10,10,10,10,10,10,6,9,9,10,10,10,10,10,10,2,1,2,10,10,2,2,2,10,10,9,9,9,9,9,10,10,10,10,8,8,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,10,10,10,10,2,6,6,6,10,10,10,10,10,10,10,10,10,10,1,2,8,8,6,10,10,10,10,10,10,10,10,1,1,9,9,9,10,10,10,10,10,10,10,10,10,1,6,6,6,10,10,10,10,10,10,2,2,2,2,2,10,10,10,10,2,9,9,10,10,10,10,10,10,10,10,10,6,9,9,10,10,10,10,10,10,10,2,2,8,9,10,10,10,10,1,6,10,10,10,10,10,1,1,9,10,10,10,10,10,10,10,10,10,10,1,1,1,1,8,10,10,10,10,10,2,2,2,1,1,10,10,10,10,10,4,4,10,10,10,10,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,10,10,10,10,10,10,10,10,1,8,8,8,10,10,2,1,10,10,8,8,8,8,8,10,10,10,10,6,6,10,10,10,10,1,1,8,8,8,10,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,8,10,10,10,2,3,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,10,10,10,3,3,9,10,10,2,1,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,8,10,10,10,10,10,10,10,10,10,8,9,9,9,9,10,10,10,2,3,6,10,10,10,8,0,0,0,0,0,0,0,0,0,8,0,
49,6,10,10,0,0,10,10,10,10,10,3,3,4,7,7,10,10,10,0,0,9,10,10,10,10,10,10,10,10,10,10,10,7,7,9,9,10,10,10,3,4,3,10,10,10,10,10,10,10,10,10,6,6,6,10,10,10,10,7,7,7,7,9,10,10,0,0,10,10,7,7,7,10,10,10,3,9,10,10,10,0,3,4,4,10,10,10,10,10,10,10,10,9,9,9,10,10,10,0,0,0,0,0,10,10,4,6,6,6,9,10,10,10,10,10,10,10,10,10,10,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,3,6,7,10,10,10,10,10,6,6,6,6,6,10,10,10,10,10,0,7,9,9,10,10,4,4,4,10,10,10,10,0,7,10,10,10,10,10,10,10,10,10,10,10,10,0,0,7,7,7,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,7,9,10,10,10,9,9,9,9,9,10,10,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,0,9,10,10,9,9,10,10,10,10,0,3,6,10,10,6,6,10,10,10,0,6,6,10,10,6,6,10,10,9,9,9,10,10,10,10,10,10,7,7,7,10,10,10,10,10,10,10,6,6,6,10,10,0,3,3,7,10,10,10,10,10,7,6,10,10,10,10,10,10,10,10,10,10,10,10,7,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,34,0,0,0,0,0,0,0,0,0,34,0,
人数違反,0,4,1,1,100,800,700,300,2,101,100,700,300,500,100,100,100,300,200,700,400,0,300,100,400,100,300,700,102,100,101,400,100,300,100,0,100,100,100,200,600,500,100,0,100,6,0,400,200,100,1,300,1,300,900,1200,400,200,0,4,2,500,1000,401,102,0,0,1,400,600,1,7,2,200,2,1000,1400,2,1,100,100,0,600,500,1,3,2,1,6,100,1200,7,0,6,0,7,1100,0,2,9,6,11,7,1300,600,15,3,17,300,10,800,1,5,4,11,2,13,1100,1500,9,12,2,12,8,600,400,4,12,9,1,400,100,0,2,1,12,12,0,400,1300,15,11,19,3,7,2,1300,1,10,15,17,100,0,1100,6,19,18,102,13,500,1200,13,12,13,1,14,1000,400,14,20,6,0,9,300,700,13,8,6,7,2,1000,400,11,3,11,10,11,1400,900,13,4,9,8,12,100,1800,20,7,19,6,13,1100,300,9,4,13,6,17,1400,600,5,20,17,5,14,1800,400,19,106,14,2,1,1500,700,18,12,7,11,5,700,1300,24,8,1,8,16,400,1700,22,20,0,12,6,300,1900,21,14,14,0,17,1000,1600,17,7,11,12,13,1000,1200,14,1,9,14,3,400,1000,16,3,7,16,0,400,1300,4,7,14,19,3,2500,100,6,19,6,14,14,1800,700,12,18,5,13,11,1900,200,8,19,8,18,2,800,200,17,0,17,9,3,600,100,1,15,9,14,8,300,1300,14,14,5,7,14,800,4,1,7,8,15,2,0,400,2,9,0,10,9,800,400,11,200,12,4,14,400,400,200,8,100,10,400,8,200,0,7,300,9,200,600,5,0,200,7,600,3,9,2,
a1の勤務人数,3,5,3,2,3,3,3,3,4,4,3,2,2,1,3,3,4,2,3,3,4,4,4,3,2,3,3,1,3,3,2,3,3,3,2,5,3,3,3,3,2,2,3,4,4,4,2,3,3,3,4,2,4,5,2,2,3,4,3,3,3,3,3,3,3,4,4,2,1,3,2,2,4,4,3,1,2,3,4,5,4,3,3,3,4,5,3,3,2,1,1,3,3,3,4,3,1,2,3,4,3,4,1,2,0,3,4,2,2,1,1,1,3,3,2,2,4,3,1,1,2,3,2,3,2,1,3,4,2,4,3,1,2,2,4,3,4,2,4,3,2,3,4,4,2,1,3,4,2,4,2,4,2,3,4,2,2,3,3,3,1,2,2,3,3,2,2,2,3,4,3,4,3,2,1,4,4,5,4,3,3,1,4,4,2,3,1,0,1,3,3,4,3,2,2,0,2,3,2,4,3,2,1,2,4,3,2,1,1,2,3,1,1,2,2,1,1,2,3,1,3,2,1,3,1,3,4,4,2,1,1,2,3,3,1,2,3,1,1,1,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,2,2,1,0,2,4,4,2,2,3,0,5,4,2,2,4,2,1,3,4,3,2,3,1,1,4,4,2,2,1,2,1,3,2,3,4,3,0,2,5,2,3,3,4,2,2,5,3,2,2,3,2,2,5,3,4,2,3,3,3,2,2,2,2,2,3,1,2,2,2,3,2,2,2,2,2,4,2,2,3,2,3,3,2,2,1,3,3,3,2,3,3,5,1,2,3,2,3,3,2,2,4,4,5,5,3,3,1,2,
a2の勤務人数,2,3,3,3,3,2,2,3,3,3,3,3,2,5,3,3,3,4,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,5,3,3,4,2,3,4,2,4,2,5,3,4,3,2,2,3,3,4,3,2,3,2,3,2,3,4,2,1,5,4,3,3,3,3,2,4,3,4,2,2,1,1,3,2,2,3,3,1,3,2,2,2,2,3,2,2,3,5,5,2,3,0,1,4,3,2,3,1,1,2,3,2,2,4,1,2,1,3,3,4,1,3,2,2,5,1,2,3,3,4,1,3,3,1,1,2,2,1,1,3,2,3,1,1,1,2,2,2,2,3,2,2,3,5,5,5,2,3,0,3,1,3,3,4,1,1,7,4,6,3,1,3,1,2,3,3,2,4,2,3,4,2,3,3,1,3,1,3,4,4,4,3,2,3,4,2,3,3,2,2,2,3,3,3,2,3,2,1,4,5,4,3,3,1,2,3,2,2,3,4,0,1,5,5,4,2,3,2,2,4,5,3,2,3,2,3,3,2,4,2,2,2,0,6,4,2,3,2,1,0,3,3,2,2,2,3,1,3,5,1,2,4,2,0,1,2,4,2,2,1,0,3,1,4,3,3,1,0,3,2,3,4,3,1,1,3,1,3,2,2,2,2,3,1,3,1,2,2,2,3,4,3,4,4,2,1,3,4,2,3,3,2,1,4,2,3,3,2,2,2,3,3,5,2,3,2,3,3,2,3,2,2,3,2,2,2,2,3,3,2,3,3,2,3,2,3,1,2,2,2,2,1,2,2,2,2,3,2,3,2,2,3,
a3の勤務人数,2,3,2,3,3,2,1,2,3,2,2,3,3,2,2,4,4,4,3,3,3,3,4,3,5,2,2,4,3,3,2,3,3,3,2,3,3,2,4,3,2,2,4,3,3,2,2,2,3,5,3,3,3,1,2,2,5,2,4,3,3,2,1,3,2,4,3,2,3,3,2,2,3,4,4,4,2,3,3,3,3,3,3,2,3,4,3,3,2,2,4,2,2,2,4,1,2,1,5,2,3,2,1,1,1,3,2,2,3,2,2,1,3,5,6,3,2,2,1,1,2,3,3,2,1,0,3,2,3,3,0,1,1,3,5,3,3,4,1,2,3,3,2,3,2,2,1,3,4,2,3,2,1,2,5,2,2,3,2,3,2,3,4,2,3,1,2,2,2,3,3,4,4,1,2,4,4,2,4,4,3,1,2,3,5,3,3,2,1,3,3,4,1,2,1,0,2,3,2,3,2,3,2,5,3,2,2,1,2,1,3,2,1,3,2,1,0,2,3,4,3,2,1,0,3,3,3,2,4,1,0,4,4,2,3,2,1,0,5,5,3,2,3,2,1,1,3,3,3,2,1,2,2,4,4,2,3,1,3,5,3,4,2,3,1,2,2,2,4,2,2,1,1,3,4,1,2,3,1,2,3,2,3,4,5,0,1,4,4,3,2,1,3,2,4,5,4,5,3,1,1,3,3,4,5,5,2,0,4,4,3,3,3,2,1,2,1,2,3,4,4,4,3,3,3,4,4,1,3,3,1,3,2,3,2,4,4,2,4,5,3,2,1,3,1,3,4,2,3,3,2,2,2,1,4,5,2,4,2,2,5,2,2,3,
d1の勤務人数,3,4,3,4,2,3,2,4,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,4,3,2,3,2,2,3,3,2,3,2,3,4,3,3,3,2,5,3,4,2,3,4,3,3,2,4,3,4,4,4,3,4,4,3,2,3,3,2,2,5,5,2,4,3,4,3,3,2,4,3,3,3,2,4,5,3,2,4,3,2,4,3,5,3,5,1,3,4,3,3,2,3,3,2,3,3,3,4,5,3,2,3,5,5,3,4,3,2,4,3,4,3,4,2,4,4,4,4,5,6,1,1,6,6,4,3,5,2,2,4,3,4,5,4,1,3,7,8,7,5,4,3,3,4,7,7,5,3,2,1,5,6,6,4,4,2,4,7,6,5,3,4,3,2,6,6,4,2,4,2,3,6,5,5,4,4,2,2,6,5,4,3,2,3,3,4,3,3,3,4,3,4,5,4,5,4,6,2,2,5,4,4,3,4,2,1,5,5,5,5,6,2,1,8,6,5,4,4,3,1,8,7,3,5,3,1,2,9,10,5,4,4,1,2,9,8,3,3,4,1,0,8,8,7,2,3,1,2,9,7,5,4,3,4,3,6,4,5,7,5,1,3,5,3,3,6,2,1,3,6,6,5,5,3,1,2,6,6,3,5,5,2,3,4,5,5,5,6,1,2,5,5,4,3,4,1,1,5,3,5,5,4,4,1,3,4,7,6,6,4,3,6,5,6,5,4,3,2,2,3,4,6,4,3,2,4,4,4,5,4,3,3,4,4,5,3,3,2,3,4,3,2,4,2,7,3,3,3,2,5,3,3,2,2,2,3,3,4,5,2,
d2の勤務人数,4,3,3,5,2,3,3,5,5,3,5,3,3,4,3,3,3,3,2,5,3,3,3,2,3,4,2,2,4,5,3,4,5,2,2,3,3,3,2,3,3,3,2,3,3,4,3,4,4,3,3,3,3,2,4,3,4,3,3,3,2,4,3,2,3,4,3,3,2,3,3,4,4,3,3,3,3,5,3,3,4,3,2,3,3,3,4,4,3,2,3,3,3,2,3,4,3,2,4,4,3,7,7,3,4,5,3,4,3,5,3,2,3,3,5,4,5,2,3,4,4,3,6,6,2,2,4,4,2,3,3,1,1,4,3,4,5,4,2,2,6,6,5,3,6,2,2,5,5,5,7,3,2,1,4,4,4,4,6,2,3,6,5,5,3,5,4,3,6,4,4,4,4,1,2,5,4,2,2,2,1,3,7,3,3,2,6,4,2,6,4,2,4,5,2,3,10,8,8,7,8,2,0,5,5,4,5,6,3,2,6,5,5,5,4,3,4,7,6,4,2,3,2,0,6,6,7,8,7,2,2,6,4,4,5,6,3,5,7,6,4,7,4,1,3,7,5,5,5,7,2,3,4,4,5,6,6,3,3,6,2,3,3,2,1,3,5,5,4,5,5,2,2,5,5,6,5,3,3,1,4,4,5,3,4,4,3,7,9,5,5,3,2,1,4,5,4,6,5,2,1,5,3,4,5,4,2,1,4,4,3,4,5,2,3,7,7,5,3,3,5,4,5,4,6,5,3,2,3,2,3,3,4,4,4,5,3,3,5,5,5,3,2,3,4,2,3,3,2,4,3,2,3,5,3,2,3,3,2,2,3,5,6,2,
d3の勤務人数,2,3,3,4,3,1,3,4,3,5,4,1,3,1,2,3,2,3,3,2,3,3,3,4,1,2,3,3,2,4,5,4,3,3,3,4,4,2,5,4,3,3,2,3,3,4,4,2,3,3,3,4,3,3,0,0,4,2,5,3,4,2,2,4,4,5,5,3,2,2,5,7,3,3,3,2,2,5,4,3,4,3,3,3,4,4,4,3,4,3,0,3,4,6,3,2,2,2,4,4,5,4,3,2,2,6,4,5,4,3,2,1,5,6,4,3,4,3,3,6,5,3,4,4,2,3,3,4,3,2,2,2,3,4,4,4,4,2,1,3,7,6,6,3,4,2,2,5,3,4,4,5,1,3,3,6,4,4,5,2,3,5,7,5,3,4,2,3,6,8,5,3,4,1,1,4,3,2,3,3,1,2,4,3,4,4,6,2,3,4,3,4,3,5,0,1,5,4,3,4,7,3,2,6,5,4,4,5,3,2,5,7,4,3,4,4,2,5,4,2,2,3,2,1,2,3,3,3,4,1,3,5,2,4,3,4,1,2,6,7,5,3,3,2,3,7,4,5,4,4,1,2,4,4,4,4,3,3,2,3,3,3,4,3,4,3,3,3,2,3,2,2,3,3,2,2,4,4,2,2,5,6,4,4,4,1,0,7,6,4,3,5,2,1,5,7,3,3,3,3,3,4,3,3,3,3,2,2,5,6,6,5,4,2,5,5,5,2,3,3,2,1,5,5,3,5,4,1,0,4,4,3,2,4,2,4,2,3,3,5,4,3,3,2,3,2,4,2,1,3,3,3,3,4,3,2,1,2,3,3,5,4,3,2,
p1の勤務人数,3,2,3,3,4,2,0,3,2,3,2,4,4,2,3,4,4,3,3,4,2,2,3,3,4,3,3,3,2,2,3,2,4,2,3,3,2,2,2,4,2,3,2,3,3,2,5,4,2,4,2,2,3,3,2,3,2,4,3,4,5,2,2,5,4,3,3,3,1,1,4,3,4,3,3,2,3,3,2,3,3,5,1,2,4,4,2,3,2,1,1,1,5,3,4,2,1,1,3,3,4,5,3,1,2,2,4,2,3,2,1,2,3,3,2,3,2,1,1,2,3,3,4,3,2,2,3,2,2,3,4,2,1,5,3,1,2,4,2,1,3,3,2,2,2,1,3,2,2,4,1,3,2,2,5,5,5,2,1,2,3,3,3,4,3,2,1,2,2,2,5,3,1,1,0,3,3,4,3,3,1,0,3,4,5,4,3,0,1,2,5,3,3,1,2,1,3,4,3,2,2,0,2,2,3,4,4,3,0,0,2,2,4,3,3,1,1,2,2,3,4,5,1,2,5,3,3,1,3,0,1,2,3,4,3,2,2,2,3,2,4,4,3,2,2,2,3,2,4,3,0,0,2,3,2,1,3,0,1,2,2,2,2,4,2,2,2,2,2,3,4,2,2,4,2,3,2,3,0,1,2,2,4,3,3,0,2,5,2,2,2,3,0,0,4,4,4,4,5,1,1,3,5,4,3,3,0,3,2,2,3,2,3,1,2,2,1,3,3,4,1,2,3,4,3,2,5,3,3,4,4,3,3,1,2,2,2,3,2,3,3,2,3,2,2,5,1,5,4,2,3,1,3,2,2,3,1,2,4,2,1,2,4,2,
p2の勤務人数,2,2,4,3,4,2,3,2,3,3,4,2,3,3,3,2,4,4,2,2,3,4,3,3,2,3,2,1,3,2,3,3,3,2,2,4,3,3,3,2,3,2,4,3,4,3,3,2,3,3,2,1,2,3,1,2,1,2,3,2,2,4,2,3,4,4,2,3,3,3,3,4,3,3,3,2,2,3,3,2,3,2,3,3,3,4,5,4,3,4,1,4,2,2,2,2,1,2,4,2,3,2,2,3,2,3,4,3,4,4,2,3,3,3,2,2,3,0,1,2,2,3,3,4,3,2,2,3,4,2,5,0,1,3,2,3,3,3,1,1,1,2,4,3,1,3,2,3,2,3,1,2,2,1,3,3,4,3,3,2,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,4,4,4,4,5,1,1,1,4,4,3,3,1,2,3,3,4,4,3,2,2,1,3,4,2,2,1,2,3,4,4,3,4,1,2,4,5,6,3,3,0,2,4,4,3,2,4,0,1,3,3,3,3,2,2,3,4,3,3,6,7,1,1,3,3,2,3,5,2,3,3,3,2,5,6,0,0,1,3,2,3,5,2,2,2,4,4,2,2,2,2,3,3,3,1,4,1,0,4,2,3,4,4,1,1,5,4,5,4,4,1,2,3,3,3,4,2,0,1,4,3,6,6,4,0,0,2,2,2,2,2,1,2,3,3,4,4,4,2,2,3,2,3,4,5,0,1,3,3,3,2,3,2,3,2,2,3,3,2,1,0,2,3,3,3,2,2,3,2,4,4,2,2,3,3,5,4,4,2,4,3,2,3,3,4,3,1,2,2,
p3の勤務人数,2,2,5,5,2,1,1,2,3,4,2,1,2,2,4,2,2,3,3,1,2,2,3,3,2,3,2,3,3,5,3,4,4,3,3,3,2,2,3,3,2,2,3,3,2,3,2,1,1,3,2,2,3,3,1,1,3,4,2,3,3,1,2,4,3,3,2,3,2,2,4,2,3,2,2,0,0,3,3,2,2,5,1,2,3,3,3,3,2,2,3,3,3,1,4,3,1,1,3,2,2,1,2,0,2,4,4,6,3,2,1,1,5,4,3,4,2,1,2,3,3,3,3,4,3,2,3,2,2,3,4,2,2,3,4,7,2,3,1,2,3,3,4,5,3,1,1,4,5,4,4,4,1,2,3,3,3,2,2,1,2,1,2,2,3,3,1,1,2,3,2,3,4,1,2,3,5,4,1,2,1,1,3,3,4,4,4,1,2,2,5,4,3,4,1,1,1,3,6,4,4,1,2,3,3,4,5,3,2,2,5,4,5,5,4,1,2,3,2,5,4,3,1,4,3,3,3,3,5,2,1,2,2,2,2,4,2,2,2,2,4,2,3,2,2,3,4,3,3,4,2,2,4,5,6,5,4,2,3,2,3,3,4,2,2,0,3,5,7,8,5,0,1,4,3,3,4,3,1,2,3,4,4,4,3,1,1,2,2,4,4,4,1,2,4,3,4,6,5,1,2,3,3,5,3,3,1,3,3,2,4,3,2,0,0,1,2,6,5,4,1,1,3,2,3,3,2,2,2,4,2,4,4,3,1,3,3,3,3,3,5,3,2,3,3,2,3,3,2,3,3,4,1,2,1,0,1,3,3,3,1,2,2,2,
n1の勤務人数,3,3,4,2,3,4,3,3,3,4,2,3,3,3,3,3,4,1,3,2,3,3,1,3,2,2,3,2,3,2,4,1,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,2,3,2,3,3,1,3,5,3,2,2,2,3,3,2,3,4,4,3,2,5,5,4,2,4,2,4,3,4,4,3,3,3,3,5,4,3,3,3,2,0,2,3,3,4,2,1,2,2,4,4,2,4,1,1,2,3,3,3,5,2,2,2,2,2,4,3,2,2,3,5,3,2,2,1,2,5,3,4,3,3,2,2,2,3,2,2,3,2,1,2,3,3,3,3,1,0,2,3,4,3,3,2,2,5,3,2,4,4,1,1,2,2,3,4,4,2,2,2,1,3,4,3,1,2,3,4,3,3,2,1,2,1,3,2,3,3,0,1,3,3,4,4,4,1,1,3,3,2,2,2,1,1,3,4,3,2,4,0,3,3,2,1,4,3,2,3,2,4,3,2,3,0,0,1,2,3,3,2,1,1,3,2,2,3,3,0,1,4,3,3,2,3,0,2,1,2,4,3,3,2,3,3,4,4,2,2,0,0,2,3,4,4,5,1,2,3,4,5,2,3,2,2,3,2,3,4,4,1,2,3,3,4,3,2,0,2,2,2,5,5,4,0,2,3,4,3,1,4,2,3,3,4,3,4,4,0,1,3,3,3,3,3,1,1,3,3,3,3,4,0,3,3,3,3,4,3,1,2,3,4,3,3,2,1,2,2,3,2,2,2,2,2,1,2,3,3,2,2,2,3,3,2,2,3,1,3,3,2,2,1,2,2,4,
